		Total			MonoSyll			Initial			Medial			Final			nGram_Total			nGram_Word_initial
phones	Syllable Length	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF
skjE	4	11	199.000000	5.293305	0	0.000000	0.000000	11	199.000000	5.293305	0	0.000000	0.000000	0	0.000000	0.000000	18	225.000000	5.416100	16	214.000000	5.365976	
skje	4	29	247.000000	5.509388	0	0.000000	0.000000	29	247.000000	5.509388	0	0.000000	0.000000	0	0.000000	0.000000	49	309.000000	5.733341	30	253.000000	5.533389	
skjEt	5	5	15.000000	2.708050	0	0.000000	0.000000	5	15.000000	2.708050	0	0.000000	0.000000	0	0.000000	0.000000	5	15.000000	2.708050	5	15.000000	2.708050	
skjet	5	1	6.000000	1.791759	0	0.000000	0.000000	1	6.000000	1.791759	0	0.000000	0.000000	0	0.000000	0.000000	13	48.000000	3.871201	1	6.000000	1.791759	
ski	3	19	73.000000	4.290459	0	0.000000	0.000000	19	73.000000	4.290459	0	0.000000	0.000000	0	0.000000	0.000000	204	1548.000000	7.344719	42	156.000000	5.049856	
skif	4	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	9	51.000000	3.931826	9	51.000000	3.931826	
skil	4	1	15.000000	2.708050	0	0.000000	0.000000	1	15.000000	2.708050	0	0.000000	0.000000	0	0.000000	0.000000	10	214.000000	5.365976	1	15.000000	2.708050	
skjOk	5	3	9.000000	2.197225	0	0.000000	0.000000	3	9.000000	2.197225	0	0.000000	0.000000	0	0.000000	0.000000	3	9.000000	2.197225	3	9.000000	2.197225	
skjok	5	2	2.000000	0.693147	0	0.000000	0.000000	2	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	2	2.000000	0.693147	2	2.000000	0.693147	
skjO	4	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	8	21.000000	3.044522	6	18.000000	2.890372	
skjo	4	3	3.000000	1.098612	0	0.000000	0.000000	3	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	29	635.000000	6.453625	6	6.000000	1.791759	
skjOp	5	2	8.000000	2.079442	0	0.000000	0.000000	2	8.000000	2.079442	0	0.000000	0.000000	0	0.000000	0.000000	2	8.000000	2.079442	2	8.000000	2.079442	
skjop	5	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	1	1.000000	0.000000	
skis	4	1	2.000000	0.693147	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	2	3.000000	1.098612	2	3.000000	1.098612	
skju	4	19	50.000000	3.912023	0	0.000000	0.000000	19	50.000000	3.912023	0	0.000000	0.000000	0	0.000000	0.000000	27	60.000000	4.094345	19	50.000000	3.912023	
skiZ	4	6	18.000000	2.890372	0	0.000000	0.000000	6	18.000000	2.890372	0	0.000000	0.000000	0	0.000000	0.000000	6	18.000000	2.890372	6	18.000000	2.890372	
ZOj	3	2	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	2	2.000000	0.693147	0	0.000000	0.000000	2	2.000000	0.693147	0	0.000000	0.000000	
skiz	4	12	42.000000	3.737670	0	0.000000	0.000000	12	42.000000	3.737670	0	0.000000	0.000000	0	0.000000	0.000000	12	42.000000	3.737670	12	42.000000	3.737670	
SaS	3	1	10.000000	2.302585	0	0.000000	0.000000	1	10.000000	2.302585	0	0.000000	0.000000	0	0.000000	0.000000	1	10.000000	2.302585	1	10.000000	2.302585	
Sat	3	4	5.000000	1.609438	0	0.000000	0.000000	4	5.000000	1.609438	0	0.000000	0.000000	0	0.000000	0.000000	111	1634.000000	7.398786	11	24.000000	3.178054	
Sik	3	2	2.000000	0.693147	0	0.000000	0.000000	2	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	19	106.000000	4.663439	4	9.000000	2.197225	
mjot	4	2	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	2	3.000000	1.098612	0	0.000000	0.000000	4	8.000000	2.079442	0	0.000000	0.000000	
SOk	3	7	45.000000	3.806662	0	0.000000	0.000000	7	45.000000	3.806662	0	0.000000	0.000000	0	0.000000	0.000000	7	45.000000	3.806662	7	45.000000	3.806662	
Sol	3	3	6.000000	1.791759	0	0.000000	0.000000	3	6.000000	1.791759	0	0.000000	0.000000	0	0.000000	0.000000	6	17.000000	2.833213	4	7.000000	1.945910	
SOr	3	2	4.000000	1.386294	0	0.000000	0.000000	2	4.000000	1.386294	0	0.000000	0.000000	0	0.000000	0.000000	3	5.000000	1.609438	3	5.000000	1.609438	
Sur	3	1	2.000000	0.693147	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	2.000000	0.693147	1	2.000000	0.693147	
SuS	3	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	1	1.000000	0.000000	
skla	4	2	10.000000	2.302585	0	0.000000	0.000000	2	10.000000	2.302585	0	0.000000	0.000000	0	0.000000	0.000000	17	162.000000	5.087596	2	10.000000	2.302585	
skle	4	6	8.000000	2.079442	0	0.000000	0.000000	6	8.000000	2.079442	0	0.000000	0.000000	0	0.000000	0.000000	9	11.000000	2.397895	6	8.000000	2.079442	
sklo	4	1	2.000000	0.693147	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	1	2.000000	0.693147	1	2.000000	0.693147	
skOk	4	3	10.000000	2.302585	0	0.000000	0.000000	3	10.000000	2.302585	0	0.000000	0.000000	0	0.000000	0.000000	4	11.000000	2.397895	4	11.000000	2.397895	
skok	4	6	14.000000	2.639057	0	0.000000	0.000000	6	14.000000	2.639057	0	0.000000	0.000000	0	0.000000	0.000000	6	14.000000	2.639057	6	14.000000	2.639057	
skoc	4	6	8.000000	2.079442	0	0.000000	0.000000	6	8.000000	2.079442	0	0.000000	0.000000	0	0.000000	0.000000	6	8.000000	2.079442	6	8.000000	2.079442	
skof	4	2	2.000000	0.693147	0	0.000000	0.000000	2	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	2	2.000000	0.693147	2	2.000000	0.693147	
skOL	4	3	36.000000	3.583519	0	0.000000	0.000000	3	36.000000	3.583519	0	0.000000	0.000000	0	0.000000	0.000000	3	36.000000	3.583519	3	36.000000	3.583519	
skoL	4	2	21.000000	3.044522	0	0.000000	0.000000	2	21.000000	3.044522	0	0.000000	0.000000	0	0.000000	0.000000	2	21.000000	3.044522	2	21.000000	3.044522	
skON	4	1	10.000000	2.302585	0	0.000000	0.000000	1	10.000000	2.302585	0	0.000000	0.000000	0	0.000000	0.000000	1	10.000000	2.302585	1	10.000000	2.302585	
skol	4	23	72.000000	4.276666	0	0.000000	0.000000	23	72.000000	4.276666	0	0.000000	0.000000	0	0.000000	0.000000	231	1641.000000	7.403061	65	304.000000	5.717028	
skOl	4	2	6.000000	1.791759	0	0.000000	0.000000	2	6.000000	1.791759	0	0.000000	0.000000	0	0.000000	0.000000	4	8.000000	2.079442	2	6.000000	1.791759	
skom	4	98	747.000000	6.616065	0	0.000000	0.000000	98	747.000000	6.616065	0	0.000000	0.000000	0	0.000000	0.000000	109	781.000000	6.660575	109	781.000000	6.660575	
skop	4	30	196.000000	5.278115	0	0.000000	0.000000	30	196.000000	5.278115	0	0.000000	0.000000	0	0.000000	0.000000	151	1815.000000	7.503841	119	1665.000000	7.417580	
skOp	4	9	102.000000	4.624973	0	0.000000	0.000000	9	102.000000	4.624973	0	0.000000	0.000000	0	0.000000	0.000000	48	496.000000	6.206576	13	414.000000	6.025866	
prjok	5	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	
skor	4	148	2141.000000	7.669028	0	0.000000	0.000000	118	1780.000000	7.484369	30	361.000000	5.888878	0	0.000000	0.000000	193	2666.000000	7.888335	143	1849.000000	7.522400	
skOr	4	15	163.000000	5.093750	0	0.000000	0.000000	15	163.000000	5.093750	0	0.000000	0.000000	0	0.000000	0.000000	21	194.000000	5.267858	16	175.000000	5.164786	
skoS	4	4	8.000000	2.079442	0	0.000000	0.000000	4	8.000000	2.079442	0	0.000000	0.000000	0	0.000000	0.000000	4	8.000000	2.079442	4	8.000000	2.079442	
skOs	4	14	141.000000	4.948760	0	0.000000	0.000000	14	141.000000	4.948760	0	0.000000	0.000000	0	0.000000	0.000000	30	201.000000	5.303305	14	141.000000	4.948760	
skos	4	16	32.000000	3.465736	0	0.000000	0.000000	16	32.000000	3.465736	0	0.000000	0.000000	0	0.000000	0.000000	51	428.000000	6.059123	16	32.000000	3.465736	
skes	4	1	7.000000	1.945910	0	0.000000	0.000000	1	7.000000	1.945910	0	0.000000	0.000000	0	0.000000	0.000000	2	9.000000	2.197225	1	7.000000	1.945910	
skOt	4	11	55.000000	4.007333	0	0.000000	0.000000	11	55.000000	4.007333	0	0.000000	0.000000	0	0.000000	0.000000	18	100.000000	4.605170	11	55.000000	4.007333	
skot	4	15	53.000000	3.970292	0	0.000000	0.000000	15	53.000000	3.970292	0	0.000000	0.000000	0	0.000000	0.000000	25	190.000000	5.247024	17	55.000000	4.007333	
skOz	4	1	25.000000	3.218876	0	0.000000	0.000000	1	25.000000	3.218876	0	0.000000	0.000000	0	0.000000	0.000000	1	25.000000	3.218876	1	25.000000	3.218876	
skoz	4	4	29.000000	3.367296	0	0.000000	0.000000	4	29.000000	3.367296	0	0.000000	0.000000	0	0.000000	0.000000	4	29.000000	3.367296	4	29.000000	3.367296	
skran	5	2	5.000000	1.609438	0	0.000000	0.000000	2	5.000000	1.609438	0	0.000000	0.000000	0	0.000000	0.000000	2	5.000000	1.609438	2	5.000000	1.609438	
skre	4	10	19.000000	2.944439	0	0.000000	0.000000	10	19.000000	2.944439	0	0.000000	0.000000	0	0.000000	0.000000	37	288.000000	5.662960	11	20.000000	2.995732	
skrEz	5	2	3.000000	1.098612	0	0.000000	0.000000	2	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	2	3.000000	1.098612	2	3.000000	1.098612	
skrez	5	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	7	118.000000	4.770685	1	1.000000	0.000000	
skrik	5	9	21.000000	3.044522	0	0.000000	0.000000	9	21.000000	3.044522	0	0.000000	0.000000	0	0.000000	0.000000	9	21.000000	3.044522	9	21.000000	3.044522	
skric	5	1	3.000000	1.098612	0	0.000000	0.000000	1	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	1	3.000000	1.098612	1	3.000000	1.098612	
skriN	5	3	10.000000	2.302585	0	0.000000	0.000000	3	10.000000	2.302585	0	0.000000	0.000000	0	0.000000	0.000000	3	10.000000	2.302585	3	10.000000	2.302585	
skrip	5	3	4.000000	1.386294	0	0.000000	0.000000	3	4.000000	1.386294	0	0.000000	0.000000	0	0.000000	0.000000	3	4.000000	1.386294	3	4.000000	1.386294	
skris	5	4	80.000000	4.382027	0	0.000000	0.000000	4	80.000000	4.382027	0	0.000000	0.000000	0	0.000000	0.000000	10	99.000000	4.595120	4	80.000000	4.382027	
skrok	5	2	2.000000	0.693147	0	0.000000	0.000000	2	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	2	2.000000	0.693147	2	2.000000	0.693147	
skrOk	5	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	1	1.000000	0.000000	
skrO	4	2	11.000000	2.397895	0	0.000000	0.000000	2	11.000000	2.397895	0	0.000000	0.000000	0	0.000000	0.000000	10	25.000000	3.218876	10	25.000000	3.218876	
skrOl	5	2	5.000000	1.609438	0	0.000000	0.000000	2	5.000000	1.609438	0	0.000000	0.000000	0	0.000000	0.000000	2	5.000000	1.609438	2	5.000000	1.609438	
skrol	5	14	31.000000	3.433987	0	0.000000	0.000000	14	31.000000	3.433987	0	0.000000	0.000000	0	0.000000	0.000000	14	31.000000	3.433987	14	31.000000	3.433987	
skrOS	5	5	8.000000	2.079442	0	0.000000	0.000000	5	8.000000	2.079442	0	0.000000	0.000000	0	0.000000	0.000000	5	8.000000	2.079442	5	8.000000	2.079442	
skroS	5	3	4.000000	1.386294	0	0.000000	0.000000	3	4.000000	1.386294	0	0.000000	0.000000	0	0.000000	0.000000	3	4.000000	1.386294	3	4.000000	1.386294	
skros	5	4	7.000000	1.945910	0	0.000000	0.000000	4	7.000000	1.945910	0	0.000000	0.000000	0	0.000000	0.000000	4	7.000000	1.945910	4	7.000000	1.945910	
skuc	4	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	4	11.000000	2.397895	4	11.000000	2.397895	
skuN	4	2	6.000000	1.791759	0	0.000000	0.000000	2	6.000000	1.791759	0	0.000000	0.000000	0	0.000000	0.000000	2	6.000000	1.791759	2	6.000000	1.791759	
skul	4	9	97.000000	4.574711	0	0.000000	0.000000	9	97.000000	4.574711	0	0.000000	0.000000	0	0.000000	0.000000	17	107.000000	4.672829	13	102.000000	4.624973	
skwo	4	11	32.000000	3.465736	0	0.000000	0.000000	11	32.000000	3.465736	0	0.000000	0.000000	0	0.000000	0.000000	14	36.000000	3.583519	11	32.000000	3.465736	
skur	4	2	2.000000	0.693147	0	0.000000	0.000000	2	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	86	644.000000	6.467699	15	184.000000	5.214936	
sdE	3	1	4.000000	1.386294	1	4.000000	1.386294	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	3	6.000000	1.791759	1	4.000000	1.386294	
sde	3	1	2.000000	0.693147	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	23	80.000000	4.382027	15	56.000000	4.025352	
sdeN	4	12	52.000000	3.951244	0	0.000000	0.000000	12	52.000000	3.951244	0	0.000000	0.000000	0	0.000000	0.000000	18	68.000000	4.219508	12	52.000000	3.951244	
sden	4	2	2.000000	0.693147	0	0.000000	0.000000	2	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	2	2.000000	0.693147	2	2.000000	0.693147	
sdi	3	2	2.000000	0.693147	0	0.000000	0.000000	2	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	10	34.000000	3.526361	2	2.000000	0.693147	
kwir	4	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	12	306.000000	5.723585	3	100.000000	4.605170	
sdo	3	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	10	13.000000	2.564949	10	13.000000	2.564949	
sdoG	4	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	2	2.000000	0.693147	2	2.000000	0.693147	
sdop	4	8	11.000000	2.397895	0	0.000000	0.000000	8	11.000000	2.397895	0	0.000000	0.000000	0	0.000000	0.000000	8	11.000000	2.397895	8	11.000000	2.397895	
sdra	4	18	76.000000	4.330733	0	0.000000	0.000000	18	76.000000	4.330733	0	0.000000	0.000000	0	0.000000	0.000000	24	87.000000	4.465908	24	87.000000	4.465908	
sdram	5	6	11.000000	2.397895	0	0.000000	0.000000	6	11.000000	2.397895	0	0.000000	0.000000	0	0.000000	0.000000	6	11.000000	2.397895	6	11.000000	2.397895	
sdruc	5	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	4	8.000000	2.079442	4	8.000000	2.079442	
sdru	4	3	7.000000	1.945910	0	0.000000	0.000000	3	7.000000	1.945910	0	0.000000	0.000000	0	0.000000	0.000000	4	8.000000	2.079442	4	8.000000	2.079442	
seb	3	1	105.000000	4.653960	0	0.000000	0.000000	1	105.000000	4.653960	0	0.000000	0.000000	0	0.000000	0.000000	10	158.000000	5.062595	10	158.000000	5.062595	
sEk	3	2	3.000000	1.098612	0	0.000000	0.000000	2	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	21	623.000000	6.434547	11	571.000000	6.347389	
sEg	3	4	68.000000	4.219508	0	0.000000	0.000000	4	68.000000	4.219508	0	0.000000	0.000000	0	0.000000	0.000000	4	68.000000	4.219508	4	68.000000	4.219508	
seG	3	3	25.000000	3.218876	0	0.000000	0.000000	3	25.000000	3.218876	0	0.000000	0.000000	0	0.000000	0.000000	300	5138.000000	8.544419	142	3466.000000	8.150756	
Gwim	4	1	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	1	3.000000	1.098612	0	0.000000	0.000000	9	61.000000	4.110874	0	0.000000	0.000000	
spen	4	56	217.000000	5.379897	0	0.000000	0.000000	54	215.000000	5.370638	2	2.000000	0.693147	0	0.000000	0.000000	83	545.000000	6.300786	54	215.000000	5.370638	
pOL	3	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	11	49.000000	3.891820	0	0.000000	0.000000	
sve	3	28	188.000000	5.236442	0	0.000000	0.000000	26	183.000000	5.209486	2	5.000000	1.609438	0	0.000000	0.000000	180	756.000000	6.628041	149	613.000000	6.418365	
sves	4	7	10.000000	2.302585	0	0.000000	0.000000	6	9.000000	2.197225	1	1.000000	0.000000	0	0.000000	0.000000	7	10.000000	2.302585	6	9.000000	2.197225	
sEm	3	4	4568.000000	8.426831	0	0.000000	0.000000	4	4568.000000	8.426831	0	0.000000	0.000000	0	0.000000	0.000000	6	4570.000000	8.427268	4	4568.000000	8.426831	
zal	3	1	74.000000	4.304065	0	0.000000	0.000000	0	0.000000	0.000000	1	74.000000	4.304065	0	0.000000	0.000000	18	211.000000	5.351858	0	0.000000	0.000000	
krum	4	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	
vos	3	2	11.000000	2.397895	0	0.000000	0.000000	1	1.000000	0.000000	1	10.000000	2.302585	0	0.000000	0.000000	32	230.000000	5.438079	1	1.000000	0.000000	
trjEr	5	2	25.000000	3.218876	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	2	25.000000	3.218876	4	27.000000	3.295837	0	0.000000	0.000000	
sfac	4	13	30.000000	3.401197	0	0.000000	0.000000	13	30.000000	3.401197	0	0.000000	0.000000	0	0.000000	0.000000	28	114.000000	4.736198	14	41.000000	3.713572	
sfa	3	34	83.000000	4.418841	0	0.000000	0.000000	34	83.000000	4.418841	0	0.000000	0.000000	0	0.000000	0.000000	157	881.000000	6.781058	82	197.000000	5.283204	
sfal	4	10	12.000000	2.484907	0	0.000000	0.000000	10	12.000000	2.484907	0	0.000000	0.000000	0	0.000000	0.000000	21	82.000000	4.406719	10	12.000000	2.484907	
sfar	4	8	27.000000	3.295837	0	0.000000	0.000000	8	27.000000	3.295837	0	0.000000	0.000000	0	0.000000	0.000000	25	107.000000	4.672829	15	35.000000	3.555348	
sfaS	4	14	37.000000	3.610918	0	0.000000	0.000000	14	37.000000	3.610918	0	0.000000	0.000000	0	0.000000	0.000000	14	37.000000	3.610918	14	37.000000	3.610918	
sfat	4	3	8.000000	2.079442	0	0.000000	0.000000	3	8.000000	2.079442	0	0.000000	0.000000	0	0.000000	0.000000	41	278.000000	5.627621	9	22.000000	3.091042	
sfEr	4	5	67.000000	4.204693	0	0.000000	0.000000	3	3.000000	1.098612	2	64.000000	4.158883	0	0.000000	0.000000	32	437.000000	6.079933	9	57.000000	4.043051	
sfer	4	20	41.000000	3.713572	0	0.000000	0.000000	20	41.000000	3.713572	0	0.000000	0.000000	0	0.000000	0.000000	72	542.000000	6.295266	22	44.000000	3.784190	
sfjan	5	6	6.000000	1.791759	0	0.000000	0.000000	6	6.000000	1.791759	0	0.000000	0.000000	0	0.000000	0.000000	6	6.000000	1.791759	6	6.000000	1.791759	
sfja	4	4	6.000000	1.791759	0	0.000000	0.000000	4	6.000000	1.791759	0	0.000000	0.000000	0	0.000000	0.000000	10	12.000000	2.484907	10	12.000000	2.484907	
sfil	4	1	4.000000	1.386294	0	0.000000	0.000000	1	4.000000	1.386294	0	0.000000	0.000000	0	0.000000	0.000000	19	284.000000	5.648974	18	282.000000	5.641907	
sfin	4	7	23.000000	3.135494	0	0.000000	0.000000	7	23.000000	3.135494	0	0.000000	0.000000	0	0.000000	0.000000	15	44.000000	3.784190	14	43.000000	3.761200	
sfjo	4	29	197.000000	5.283204	0	0.000000	0.000000	29	197.000000	5.283204	0	0.000000	0.000000	0	0.000000	0.000000	29	197.000000	5.283204	29	197.000000	5.283204	
sfit	4	1	2.000000	0.693147	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	3	4.000000	1.386294	1	2.000000	0.693147	
sfiz	4	3	6.000000	1.791759	0	0.000000	0.000000	3	6.000000	1.791759	0	0.000000	0.000000	0	0.000000	0.000000	3	6.000000	1.791759	3	6.000000	1.791759	
sfo	3	35	101.000000	4.615121	0	0.000000	0.000000	35	101.000000	4.615121	0	0.000000	0.000000	0	0.000000	0.000000	204	1429.000000	7.264730	133	531.000000	6.274762	
sfO	3	7	61.000000	4.110874	0	0.000000	0.000000	7	61.000000	4.110874	0	0.000000	0.000000	0	0.000000	0.000000	25	428.000000	6.059123	22	396.000000	5.981414	
sfOg	4	3	26.000000	3.258097	0	0.000000	0.000000	3	26.000000	3.258097	0	0.000000	0.000000	0	0.000000	0.000000	3	26.000000	3.258097	3	26.000000	3.258097	
sfog	4	6	23.000000	3.135494	0	0.000000	0.000000	6	23.000000	3.135494	0	0.000000	0.000000	0	0.000000	0.000000	6	23.000000	3.135494	6	23.000000	3.135494	
sfOL	4	4	25.000000	3.218876	0	0.000000	0.000000	4	25.000000	3.218876	0	0.000000	0.000000	0	0.000000	0.000000	4	25.000000	3.218876	4	25.000000	3.218876	
sfoL	4	10	35.000000	3.555348	0	0.000000	0.000000	10	35.000000	3.555348	0	0.000000	0.000000	0	0.000000	0.000000	10	35.000000	3.555348	10	35.000000	3.555348	
sfol	4	13	28.000000	3.332205	0	0.000000	0.000000	13	28.000000	3.332205	0	0.000000	0.000000	0	0.000000	0.000000	16	31.000000	3.433987	13	28.000000	3.332205	
sfon	4	24	160.000000	5.075174	0	0.000000	0.000000	22	158.000000	5.062595	2	2.000000	0.693147	0	0.000000	0.000000	24	160.000000	5.075174	22	158.000000	5.062595	
sfor	4	101	1058.000000	6.964136	0	0.000000	0.000000	43	179.000000	5.187386	58	879.000000	6.778785	0	0.000000	0.000000	113	1081.000000	6.985642	49	190.000000	5.247024	
sfOr	4	8	284.000000	5.648974	0	0.000000	0.000000	8	284.000000	5.648974	0	0.000000	0.000000	0	0.000000	0.000000	11	317.000000	5.758902	9	286.000000	5.655992	
sfot	4	4	7.000000	1.945910	0	0.000000	0.000000	4	7.000000	1.945910	0	0.000000	0.000000	0	0.000000	0.000000	4	7.000000	1.945910	4	7.000000	1.945910	
sfra	4	3	4.000000	1.386294	0	0.000000	0.000000	3	4.000000	1.386294	0	0.000000	0.000000	0	0.000000	0.000000	21	49.000000	3.891820	20	48.000000	3.871201	
sfran	5	3	5.000000	1.609438	0	0.000000	0.000000	3	5.000000	1.609438	0	0.000000	0.000000	0	0.000000	0.000000	3	5.000000	1.609438	3	5.000000	1.609438	
sfrec	5	8	18.000000	2.890372	0	0.000000	0.000000	8	18.000000	2.890372	0	0.000000	0.000000	0	0.000000	0.000000	8	18.000000	2.890372	8	18.000000	2.890372	
sfre	4	16	47.000000	3.850148	0	0.000000	0.000000	16	47.000000	3.850148	0	0.000000	0.000000	0	0.000000	0.000000	24	65.000000	4.174387	24	65.000000	4.174387	
sfrE	4	3	9.000000	2.197225	0	0.000000	0.000000	3	9.000000	2.197225	0	0.000000	0.000000	0	0.000000	0.000000	3	9.000000	2.197225	3	9.000000	2.197225	
sfri	4	3	3.000000	1.098612	0	0.000000	0.000000	3	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	3	3.000000	1.098612	3	3.000000	1.098612	
sfron	5	7	19.000000	2.944439	0	0.000000	0.000000	7	19.000000	2.944439	0	0.000000	0.000000	0	0.000000	0.000000	7	19.000000	2.944439	7	19.000000	2.944439	
sfrut	5	26	184.000000	5.214936	0	0.000000	0.000000	26	184.000000	5.214936	0	0.000000	0.000000	0	0.000000	0.000000	26	184.000000	5.214936	26	184.000000	5.214936	
sfuG	4	2	12.000000	2.484907	0	0.000000	0.000000	2	12.000000	2.484907	0	0.000000	0.000000	0	0.000000	0.000000	4	14.000000	2.639057	2	12.000000	2.484907	
sfug	4	26	272.000000	5.605802	0	0.000000	0.000000	26	272.000000	5.605802	0	0.000000	0.000000	0	0.000000	0.000000	26	272.000000	5.605802	26	272.000000	5.605802	
sfu	3	29	132.000000	4.882802	0	0.000000	0.000000	26	120.000000	4.787492	3	12.000000	2.484907	0	0.000000	0.000000	61	428.000000	6.059123	54	404.000000	6.001415	
sfwO	4	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	1	1.000000	0.000000	
sfwo	4	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	1	1.000000	0.000000	
sGa	3	6	19.000000	2.944439	0	0.000000	0.000000	6	19.000000	2.944439	0	0.000000	0.000000	0	0.000000	0.000000	49	151.000000	5.017280	48	150.000000	5.010635	
buZ	3	1	8.000000	2.079442	0	0.000000	0.000000	0	0.000000	0.000000	1	8.000000	2.079442	0	0.000000	0.000000	1	8.000000	2.079442	0	0.000000	0.000000	
sGal	4	2	2.000000	0.693147	0	0.000000	0.000000	2	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	2	2.000000	0.693147	2	2.000000	0.693147	
sGam	4	7	14.000000	2.639057	0	0.000000	0.000000	7	14.000000	2.639057	0	0.000000	0.000000	0	0.000000	0.000000	9	16.000000	2.772589	9	16.000000	2.772589	
sGan	4	15	28.000000	3.332205	0	0.000000	0.000000	15	28.000000	3.332205	0	0.000000	0.000000	0	0.000000	0.000000	15	28.000000	3.332205	15	28.000000	3.332205	
sGar	4	13	78.000000	4.356709	0	0.000000	0.000000	13	78.000000	4.356709	0	0.000000	0.000000	0	0.000000	0.000000	14	79.000000	4.369448	14	79.000000	4.369448	
sGat	4	5	9.000000	2.197225	0	0.000000	0.000000	5	9.000000	2.197225	0	0.000000	0.000000	0	0.000000	0.000000	5	9.000000	2.197225	5	9.000000	2.197225	
sGem	4	3	4.000000	1.386294	0	0.000000	0.000000	3	4.000000	1.386294	0	0.000000	0.000000	0	0.000000	0.000000	3	4.000000	1.386294	3	4.000000	1.386294	
sGEr	4	1	3.000000	1.098612	0	0.000000	0.000000	1	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	1	3.000000	1.098612	1	3.000000	1.098612	
sGiN	4	6	8.000000	2.079442	0	0.000000	0.000000	6	8.000000	2.079442	0	0.000000	0.000000	0	0.000000	0.000000	6	8.000000	2.079442	6	8.000000	2.079442	
